wavelength flux
0.08005000000000001 0.0
0.08015 0.0
0.08025 0.0
0.08035 0.0
0.08045000000000001 0.0
0.08055000000000001 0.0
0.08065 0.0
0.08075 0.0
0.08085 0.0
0.08095000000000001 0.0
0.08105 0.0
0.08115 0.0
0.08125 0.0
0.08135 0.0
0.08145000000000001 0.0
0.08155 0.0
0.08165 0.0
0.08175 0.0
0.08185 0.0
0.08195000000000001 0.0
0.08205 0.0
0.08215 0.0
0.08225 0.0
0.08235 0.0
0.08245000000000001 0.0
0.08255 0.0
0.08265 0.0
0.08275 0.0
0.08285000000000001 0.0
0.08295000000000001 0.0
0.08305 0.0
0.08315 0.0
0.08325 0.0
0.08335000000000001 0.0
0.08345000000000001 0.0
0.08355 0.0
0.08365 0.0
0.08375 0.0
0.08385000000000001 0.0
0.08395000000000001 0.0
0.08405 0.0
0.08415 0.0
0.08425 0.0
0.08435000000000001 0.0
0.08445 0.0
0.08455 0.0
0.08465 0.0
0.08475 0.0
0.08485000000000001 0.0
0.08495 0.0
0.08505 0.0
0.08515 0.0
0.08525 0.0
0.08535000000000001 0.0
0.08545 0.0
0.08555 0.0
0.08565 0.0
0.08575 0.0
0.08585000000000001 0.0
0.08595 0.0
0.08605 0.0
0.08615 0.0
0.08625000000000001 0.0
0.08635000000000001 0.0
0.08645 0.0
0.08655 0.0
0.08665 0.0
0.08675000000000001 0.0
0.08685000000000001 0.0
0.08695 0.0
0.08705 0.0
0.08715 0.0
0.08725000000000001 0.0
0.08735000000000001 0.0
0.08745 0.0
0.08755 0.0
0.08765 0.0
0.08775000000000001 0.0
0.08785 0.0
0.08795 0.0
0.08805 0.0
0.08815 0.0
0.08825000000000001 0.0
0.08835 0.0
0.08845 0.0
0.08855 0.0
0.08865 0.0
0.08875000000000001 0.0
0.08885 0.0
0.08895 0.0
0.08905 0.0
0.08915000000000001 0.0
0.08925000000000001 0.0
0.08935 0.0
0.08945 0.0
0.08955 0.0
0.08965000000000001 0.0
0.08975000000000001 0.0
0.08985 0.0
0.08995 0.0
0.09005 0.0
0.09015000000000001 0.0
0.09025000000000001 0.0
0.09035 0.0
0.09045 0.0
0.09055 0.0
0.09065000000000001 0.0
0.09075000000000001 0.0
0.09085 0.0
0.09095 0.0
0.09105 0.0
0.09115000000000001 0.0
0.09125 0.0
0.09135 0.0
0.09145 0.0
0.09155 0.0
0.09165000000000001 0.0
0.09175 0.0
0.09185 0.0
0.09195 0.0
0.09205 0.0
0.09215000000000001 0.0
0.09225 0.0
0.09235 0.0
0.09245 0.0
0.09255000000000001 0.0
0.09265000000000001 0.0
0.09275 0.0
0.09285 0.0
0.09295 0.0
0.09305000000000001 0.0
0.09315000000000001 0.0
0.09325 0.0
0.09335 0.0
0.09345 0.0
0.09355000000000001 0.0
0.09365000000000001 0.0
0.09375 0.0
0.09385 0.0
0.09395 0.0
0.09405000000000001 0.0
0.09415 0.0
0.09425 0.0
0.09435 0.0
0.09445 0.0
0.09455000000000001 0.0
0.09465 0.0
0.09475 0.0
0.09485 0.0
0.09495 0.0
0.09505000000000001 0.0
0.09515 0.0
0.09525 0.0
0.09535 0.0
0.09545000000000001 0.0
0.09555000000000001 0.0
0.09565 0.0
0.09575 0.0
0.09585 0.0
0.09595000000000001 0.0
0.09605000000000001 0.0
0.09615 0.0
0.09625 0.0
0.09635 0.0
0.09645000000000001 0.0
0.09655000000000001 0.0
0.09665 0.0
0.09675 0.0
0.09685 0.0
0.09695000000000001 0.0
0.09705000000000001 0.0
0.09715 0.0
0.09725 0.0
0.09735 0.0
0.09745000000000001 0.0
0.09755 0.0
0.09765 0.0
0.09775 0.0
0.09785 0.0
0.09795000000000001 0.0
0.09805 0.0
0.09815 0.0
0.09825 0.0
0.09835 0.0
0.09845000000000001 0.0
0.09855 0.0
0.09865 0.0
0.09875 0.0
0.09885000000000001 0.0
0.09895000000000001 0.0
0.09905 0.0
0.09915 0.0
0.09925 0.0
0.09935000000000001 0.0
0.09945000000000001 0.0
0.09955 0.0
0.09965 0.0
0.09975 0.0
0.09985000000000001 0.0
0.09995000000000001 0.19406470057113592
0.10005 0.01303828955261546
0.10015 0.023810433100244593
0.10025 0.022830763759159118
0.10035000000000001 0.018779106485453344
0.10045000000000001 0.022287371953120298
0.10055 0.013896112285692838
0.10065 0.02361519886350556
0.10075 0.0189263935293825
0.10085000000000001 0.016831149540146823
0.10095 0.019611056294602594
0.10105 0.029602370172806654
0.10115 0.02839213194424886
0.10125 0.033712628222735096
0.10135000000000001 0.026886349003913516
0.10145 0.013000203852735783
0.10155 0.027183862288417994
0.10165 0.02730422432936953
0.10175000000000001 0.045131451716011864
0.10185000000000001 0.035962409555434824
0.10195 0.03804938333350452
0.10205 0.054239864759870166
0.10215 0.07372669965985418
0.10225000000000001 0.08125000756290837
0.10235000000000001 0.046900472211489436
0.10245 0.04474040754698832
0.10255 0.05730396952382015
0.10265 0.0798049737766088
0.10275000000000001 0.09329976567624006
0.10285000000000001 0.08581019995134485
0.10295 0.08883924123198061
0.10305 0.08966188885669232
0.10315 0.09998100208959992
0.10325000000000001 0.07691365833763743
0.10335000000000001 0.10991931239480941
0.10345 0.08982377217391468
0.10355 0.08269900012345392
0.10365 0.081660837727325
0.10375000000000001 0.07287508592349444
0.10385000000000001 0.05747464873662508
0.10395 0.06791776829071991
0.10405 0.06276064065957462
0.10415 0.07451733372178018
0.10425000000000001 0.07266463104204268
0.10435 0.07725597830014744
0.10445 0.07704022009879717
0.10455 0.07428868211299067
0.10465 0.06760020820470142
0.10475000000000001 0.07375819707331921
0.10485 0.07096533990102868
0.10495 0.07350745539853833
0.10505 0.06922249639803166
0.10515000000000001 0.06529727804879638
0.10525000000000001 0.06497224474077293
0.10535 0.06532334858773134
0.10545 0.0634310288753481
0.10555 0.05005935611949868
0.10565000000000001 0.043569476178156506
0.10575000000000001 0.04305073696671497
0.10585 0.058654002108745454
0.10595 0.07042067781643575
0.10605 0.06896058131538427
0.10615000000000001 0.06189225139646846
0.10625000000000001 0.0549231963875962
0.10635 0.06477256966762923
0.10645 0.04335413257938031
0.10655 0.04504675594167196
0.10665000000000001 0.05319884731714911
0.10675000000000001 0.06580900814004369
0.10685 0.06244891656647585
0.10695 0.05295601226676884
0.10705 0.057193376020249244
0.10715000000000001 0.04200213699467699
